ID	Token
403	zmm2
404	minss
405	psrlq
406	vextractps
407	cmpxchg
408	subps
409	pcmpgtd
410	zmm4
411	pcmpgtb
412	vandps
413	vpinsrb
414	k0
415	setnl
416	vinsertps
417	vandpd
418	syscall
419	vpsraw
420	maxss
421	mm1
422	subpd
423	shrd
424	vpunpcklbw
425	zmm3
426	vpackuswb
427	orps
428	pmulld
429	paddsw
430	vmulpd
431	vpbroadcastw
432	vpsrldq
433	vcomiss
434	ptr
435	setnp
436	zmm5
437	vpinsrq
438	vpsubw
439	tzcnt
440	hlt
441	psubsw
442	cvtdq2ps
443	orpd
444	vpermq
445	psllw
446	dword_0
447	vsubss
448	psubb
449	vpmovmskb
450	vpslld
451	vpextrq
452	vpsrlw
453	vpcmpeqb
454	andnpd
455	vpsrld
456	unpckhpd
457	movddup
458	shlx
459	pextrw
460	vshufps
461	pslldq
462	vpminsd
463	vpmaxsd
464	zmm6
465	andnps
466	vpor
467	pcmpgtw
468	pmulhw
469	k2
470	vpunpckhbw
471	vpaddsw
472	cmpnlesd
473	vmovmskps
474	vpinsrd
475	blendps
476	pmovzxbw
477	vpmovzxbw
478	pinsrb
479	vpunpckhdq
480	mm2
481	vblendvps
482	cvtdq2pd
483	vsubps
484	zmm7
485	pminub
486	mm0
487	vpunpckhqdq
488	mm3
489	pextrd
490	fxch
491	zmm8
492	vblendps
493	vfmadd213ps
494	vpshufd
495	cvttps2dq
496	movhlps
497	zmm9
498	vdivss
499	vpsllw
500	bsf
501	movlhps
502	pinsrq
503	vpminsw
504	pmaxsd
505	psraw
506	insertps
507	vmovdqa64
508	mm5
509	setp
510	k4
511	k3
512	ptest
513	2
514	kmovd
515	pminsd
516	vpandn
517	fmul
518	cmpnless
519	vcvttsd2si
520	vpsubsw
521	cvttpd2dq
522	vpmovsxwd
523	movmskps
524	vcmpltps
525	pshuflw
526	vcvtsi2ss
527	pextrq
528	qword
529	vminsd
530	vmovdqu64
531	zmm10
532	zmm11
533	near
534	vaddpd
535	psllq
536	sqrtss
537	bts
538	pcmpeqw
539	vucomisd
540	divpd
541	vunpckhpd
542	btc
543	pmaddubsw
544	kmovw
545	zmm13
546	vpabsw
547	xmm16
548	vpmaxsw
549	jo
550	fs
551	vgatherqps
552	shrx
553	paddb
554	zmm12
555	vpextrw
556	vunpcklps
557	vminps
558	kmovq
559	vmaxps
560	movhpd
561	btr
562	vmaxsd
563	faddp
564	vfmadd231ss
565	vpcmpgtb
566	vfmadd132ss
567	vpbroadcastq
568	vpermilps
569	pmulhrsw
570	vpcmpeqw
571	cbw
572	xmm17
573	vsqrtsd
574	vfmadd231ps
575	cmpltps
576	blendvps
577	out
578	psadbw
579	mm4
580	zmm14
581	kmovb
582	pabsw
583	maxps
584	k5
585	vpmulhrsw
586	vpmovsxbd
587	vsubpd
588	fmulp
589	shufpd
590	vpackusdw
591	cmpltpd
592	movlpd
593	vpmovzxwd
594	pcmpistri
595	vmovlhps
596	vblendvpd
597	vpblendvb
598	phaddd
599	cvtps2pd
600	fldz
601	vunpckhps
602	jnp
603	xmm18
604	unpckhps
605	vfmadd132sd
606	vpminub
607	vpcmpgtd
608	vpmuldq
609	pmulhuw
610	vpcmpgtw
611	jno
612	k6
613	mm6
614	vmovddup
615	zmm15
616	vpmovsxbw
617	psubusw
618	cvtpd2ps
619	xmm20
620	pmovsxbw
621	vpmullw
622	cmpless
623	vpermt2ps
624	vcvtusi2sd
625	vorps
626	vpblendw
627	minps
628	cpuid
629	packusdw
630	xmm19
631	vandnps
632	xmm21
633	vucomiss
634	vcvtusi2ss
635	mm7
636	pblendvb
637	vbroadcastsd
638	kandw
639	divps
640	vunpcklpd
641	vphaddw
642	k7
643	fadd
644	vrndscalesd
645	vcmpleps
646	vcvtdq2ps
647	vpmuludq
648	pmovsxwd
649	3
650	in
651	vcvttss2si
652	zmm20
653	prefetchnta
654	psubusb
655	fld1
656	vdivpd
657	fldcw
658	vmaxss
659	vcvttps2dq
660	vfmadd213sd
661	ymmword
662	vperm2f128
663	fcomip
664	psubq
665	zmm22
666	vextractf64x2
667	vcvtss2sd
668	vmovdqu32
669	vpermt2pd
670	xmm22
671	vcmpnltsd
672	zmm16
673	fsubp
674	cmpleps
675	pblendw
676	kortestw
677	vfmsub231ps
678	zmm17
679	pavgb
680	vfmadd231sd
681	vfmsub132sd
682	paddsb
683	vmovhpd
684	vpslldq
685	vpalignr
686	vpcmpeqq
687	shld
688	vpsadbw
689	vpextrb
690	pmovzxwd
691	xmm24
692	xmm23
693	psubsb
694	sarx
695	vpbroadcastb
696	pmuldq
697	packsswb
698	vpacksswb
699	fchs
700	fucomip
701	fild
702	vmovntdq
703	xmm27
704	vminss
705	vfmadd132ps
706	cmpeqps
707	seto
708	bndmov
709	vmovdqa32
710	movntdq
711	vroundps
712	xmm26
713	vpsignw
714	xmm25
715	pmaxub
716	cmplepd
717	vpavgb
718	vpmaxud
719	pshufhw
720	vpsubusw
721	andn
722	cmplesd
723	popcnt
724	vlddqu
725	vinsertf64x4
726	zmm21
727	vmovdqu16
728	vpternlogd
729	fcomi
730	fsub
731	vphsubw
732	vfmadd132pd
733	cmpltsd
734	vfmadd213ss
735	vmovdqu8
736	fsubrp
737	vblendmps
738	lddqu
739	vpminud
740	fnstcw
741	vextracti32x4
742	kxorw
743	vcmpltsd
744	vrcpps
745	vcmpeqps
746	vpmovsxdq
747	vpscatterqd
748	zmm19
749	fistp
750	fucomi
751	spl
752	vpmulhw
753	movmskpd
754	vptest
755	xmm28
756	phaddw
757	vpminuw
758	zmm18
759	vpermilpd
760	kandnd
761	ktestw
762	maskmovdqu
763	vpmovm2d
764	vpabsd
765	vpermt2w
766	vcmpnltps
767	korw
768	pminuw
769	vfnmadd213ps
770	vcvtdq2pd
771	vcmpltpd
772	vfnmadd213ss
773	xmm30
774	xmm31
775	vpcmpistri
776	vrndscaless
777	xmm29
778	pmaxud
779	pmovsxbd
780	kortestb
781	vfnmadd132sd
782	vscatterdps
783	cmpltss
784	vpsubb
785	zmm31
786	zmm23
787	psignw
788	vmaskmovpd
789	vrcpss
790	vpscatterqq
791	sfence
792	vgatherdps
793	roundps
794	vpmovzxdq
795	vfnmadd132ss
796	rsqrtss
797	vmovlpd
798	vpermd
799	cmpnltsd
800	pminud
801	vfmadd213pd
802	zmm27
803	pmovsxdq
804	stmxcsr
805	vfmadd231pd
806	pextrb
807	zmm24
808	rcpps
809	vmaskmovdqu
810	vpord
811	vpaddb
812	kandnw
813	vpmullq
814	vcvtsd2ss
815	fdivp
816	vrndscaleps
817	zmm25
818	ymm16
819	pclmulqdq
820	vmovlps
821	ldmxcsr
822	vpavgw
823	fnstsw
824	zmm28
825	vdivps
826	vpmulhuw
827	vbroadcasti128
828	fdivrp
829	cvtps2dq
830	vpblendd
831	vpermi2ps
832	vpmovm2b
833	vcmpneqps
834	vpaddsb
835	vpsubsb
836	vextractf32x4
837	vpmovzxbd
838	vhaddps
839	vpgatherqd
840	vpmovb2m
841	vpmaxuw
842	vorpd
843	bnd0
844	bnd1
845	vpgatherqq
846	vsqrtss
847	vcvtss2si
848	fabs
849	maxpd
850	incsspq
851	pavgw
852	vblendpd
853	vcmptrueps
854	vptestmd
855	ymm17
856	vpaddusw
857	lock
858	pabsd
859	aeskeygenassist
860	rsqrtps
861	pause
862	vfmsub132ss
863	vmaxpd
864	vsqrtps
865	fxam
866	zmm30
867	movbe
868	vextracti64x4
869	paddusw
870	vpgatherdd
871	zmm26
872	vblendmpd
873	knotw
874	phsubw
875	roundss
876	cmpneqps
877	vscatterqpd
878	zmm29
879	ymm19
880	byte
881	vpsllq
882	vpandd
883	vpcmpneqd
884	vpermpd
885	vfmsub213ps
886	vpermps
887	vcmpltss
888	vporq
889	cmpnltps
890	vrcp14ps
891	vpcmpnltd
892	rcpss
893	vmovsldup
894	xgetbv
895	ymm18
896	vpcmpltud
897	vfmsub231sd
898	rdsspq
899	ymm20
900	setno
901	vpmovwb
902	vptestnmd
903	ymm28
904	kord
905	vfnmadd231ps
906	fsubr
907	vmovshdup
908	fdiv
909	vfnmadd231ss
910	paddusb
911	vcvtsd2si
912	vinserti64x4
913	ymm21
914	cmpnltss
915	vcmpgtps
916	5
917	vcmple_oqps
918	vextractf32x8
919	vfnmsub231ps
920	ymm24
921	bnd2
922	bnd3
923	vpandq
924	vpaddusb
925	movntdqa
926	vfmsub132ps
927	vgatherqpd
928	kxord
929	vcvtqq2pd
930	vextracti64x2
931	vminpd
932	vpmaskmovq
933	vpsignd
934	sqrtps
935	vcvttsd2usi
936	cld
937	pcmpeqq
938	vpermt2d
939	haddps
940	movntq
941	vfmsub132pd
942	vpgatherdq
943	vrsqrtps
944	vrsqrtss
945	vscatterdpd
946	vshufpd
947	ymm25
948	pmovzxdq
949	vcmpgtpd
950	vpsignb
951	vpsubq
952	kandnb
953	mfence
954	mulx
955	dpps
956	kandb
957	kshiftrb
958	vpsrlq
959	ymm29
960	bzhi
961	kortestd
962	fldenv
963	minpd
964	phaddsw
965	vsqrtpd
966	vcmplt_oqps
967	vpmaxub
968	ymm26
969	ymm30
970	kxnorw
971	vpcmpled
972	kandd
973	sets
974	vcvttss2usi
975	vfnmadd132pd
976	vphsubd
977	6
978	int
979	vcmpgtsd
980	vfmsub231ss
981	vfnmadd132ps
982	vfnmadd231sd
983	vcvtudq2ps
984	ymm22
985	fnstenv
986	kxnorb
987	vpermi2w
988	wait
989	ymm23
990	vextractf64x4
991	fprem
992	ymm27
993	movsldup
994	vpcmpltd
995	vroundsd
996	emms
997	knotd
998	vpcmpnled
999	vpxord
1000	pdep
1001	vphaddsw
1002	setns
1003	fst
1004	vpminuq
1005	kunpckbw
1006	rdtsc
1007	xmmword
1008	vinsertf32x4
1009	ymm31
1010	fldpi
1011	vcmpgt_oqps
1012	vcmpnltss
1013	vcmpordps
1014	vpmovsxwq
1015	fldln2
1016	jrcxz
1017	rdseed
1018	vcvtps2pd
1019	xrstor
1020	korb
1021	vcmpngtss
1022	vpermi2pd
1023	vcvtps2dq
1024	vpsravd
1025	f2xm1
1026	kxorb
1027	pmovzxbd
1028	vcmpgeps
1029	vpsubusb
1030	vrsqrt14ps
1031	vandnpd
1032	cmovp
1033	fdivr
1034	kunpckwd
1035	vaddsubpd
1036	rorx
1037	std
1038	vcmpngtsd
1039	roundsd
1040	sqrtpd
1041	vfnmadd213sd
1042	vgatherdpd
1043	vpsrlvq
1044	fstcw
1045	addsubpd
1046	prefetcht1
1047	rdtscp
1048	vcmpnlesd
1049	vcvttpd2dq
1050	vfmsub231pd
1051	vshufi32x4
1052	fxrstor
1053	fxsave
1054	vpcmpneqq
1055	vpmaxuq
1056	xsave
1057	xsavec
1058	frndint
1059	fsqrt
1060	knotq
1061	kshiftlb
1062	clflush
1063	cmpordps
1064	fclex
1065	fldl2e
1066	fpatan
1067	fprem1
1068	fscale
1069	vcvtpd2dq
1070	vmovmskpd
1071	vpmaskmovd
1072	vptestmq
1073	vroundpd
1074	cmovnp
1075	vaddsubps
1076	vfnmsub132ss
1077	vpcmpgtq
1078	cmpordss
1079	kortestq
1080	vcmpnless
1081	vpsllvq
1082	cmovo
1083	fimul
1084	movsw
1085	vpblendmd
1086	fiadd
1087	kunpckdq
1088	rdrand
1089	stosw
1090	vcmpgtss
1091	vmovhlps
1092	vpsllvd
1093	aesdec
1094	aesdeclast
1095	aesenc
1096	aesenclast
1097	aesimc
1098	blendvpd
1099	cmpeqpd
1100	cmpneqpd
1101	fcmove
1102	fist
1103	fldl2t
1104	fnclex
1105	fyl2x
1106	fyl2xp1
1107	lzcnt
1108	vcmpless
1109	vextracti32x8
1110	vpabsb
1111	vpblendmb
1112	vpcmpnleud
1113	vpmaxsq
1114	vpmovd2m
1115	7
1116	dword
1117	fisub
1118	fsincos
1119	kandnq
1120	knotb
1121	lfence
1122	vcmplesd
1123	vfnmadd231pd
1124	vinsertf32x8
1125	fcmovne
1126	fidivr
1127	kandq
1128	vfmsub213ss
1129	vfnmsub231ss
1130	vpsraq
1131	vrndscalepd
1132	cmpnlepd
1133	cmpordpd
1134	cvtsd2si
1135	cvtss2si
1136	loopne
1137	vcmpgesd
1138	vfmsub213sd
1139	vhaddpd
1140	vpcmpw
1141	vshuff64x2
